key,Name,Address,Price,Opened,Died
"Chocolats du CaliBressan - Carp_4193 Carpinteria Ave #4, Carpinteria",Chocolats du CaliBressan - Carp,"4193 Carpinteria Ave #4, Carpinteria",NA,2007-11,NA
"Noodle City_5869 Hollister Ave, Goleta",Noodle City,"5869 Hollister Ave, Goleta",< $10,2007-11,NA
"Stateside Restaurant & Lounge_1114 State St, Santa Barbara",Stateside Restaurant & Lounge,"1114 State St, Santa Barbara",$10 - $20,2007-10,2009-05
"JR's BBQ at Creekside_4444 Hollister Ave, Goleta",JR's BBQ at Creekside,"4444 Hollister Ave, Goleta",$10 - $20,2007-10,2009-01
"Restaurant Marcella_2860 Grand Ave, Los Olivos",Restaurant Marcella,"2860 Grand Ave, Los Olivos",$20+,2007-09,2009-03
"Del Valle Grill_5746 Hollister Ave, Goleta",Del Valle Grill,"5746 Hollister Ave, Goleta",< $10,2007-09,NA
"Berrilicious_956 Embarcadero Del Norte, Isla Vista",Berrilicious,"956 Embarcadero Del Norte, Isla Vista",< $10,2007-09,2009-05
"Petit Valentien_1114 State St, Santa Barbara",Petit Valentien,"1114 State St, Santa Barbara",$10 - $20,2007-09,NA
Domino's - UCSB UCen_At the UCen on the UCSB Campus,Domino's - UCSB UCen,At the UCen on the UCSB Campus,< $10,2007-09,2015-01
"McMasters Steak and Hoagie_910 Embarcadero Del Norte, Isla Vista",McMasters Steak and Hoagie,"910 Embarcadero Del Norte, Isla Vista",< $10,2007-09,2012-09
"Park Place Deli_403 Pueblo St, Santa Barbara",Park Place Deli,"403 Pueblo St, Santa Barbara",< $10,2007-09,NA
"Rockin' Yogurt_620 State St, Santa Barbara",Rockin' Yogurt,"620 State St, Santa Barbara",NA,2007-08,NA
"Chili Town_730 N. Milpas St, Santa Barbara",Chili Town,"730 N. Milpas St, Santa Barbara",< $10,2007-08,2008-05
"Los Tarascos - Downtown_314 E Haley St, Santa Barbara",Los Tarascos - Downtown,"314 E Haley St, Santa Barbara",NA,2007-07,NA
"Lettuce B. Frank_413 State St, Santa Barbara",Lettuce B. Frank,"413 State St, Santa Barbara",< $10,2007-06,2009-12
"Fresco Museum Cafe_1130 State St, Santa Barbara",Fresco Museum Cafe,"1130 State St, Santa Barbara",< $10,2007-05,2008-05
"Rincon Sub_1108 Casitas Pass Rd, Carpinteria",Rincon Sub,"1108 Casitas Pass Rd, Carpinteria",< $10,2007-05,2008-06
"Pho Bistro_903 Embarcadero Del Norte, Isla Vista",Pho Bistro,"903 Embarcadero Del Norte, Isla Vista",< $10,2007-05,NA
"New York Buffalo Wings_910 Embarcadero Del Norte, Isla Vista",New York Buffalo Wings,"910 Embarcadero Del Norte, Isla Vista",< $10,2007-05,2007-08
"Hollister Brewing Co._6980 Marketplace Dr, Goleta",Hollister Brewing Co.,"6980 Marketplace Dr, Goleta",$10 - $20,2007-05,NA
"Downtown Brewing Co._3744 State St, Santa Barbara",Downtown Brewing Co.,"3744 State St, Santa Barbara",< $10,2007-05,2010-02
"Jake's Cafe_2911 De La Vina St, Santa Barbara",Jake's Cafe,"2911 De La Vina St, Santa Barbara",< $10,2007-05,2009-10
"Bay Cafe_131 Anacapa St, Santa Barbara",Bay Cafe,"131 Anacapa St, Santa Barbara",$10 - $20,2007-05,2010-05
"Hungry Cat_1134 Chapala St, Santa Barbara",Hungry Cat,"1134 Chapala St, Santa Barbara",$10 - $20,2007-04,2016-12
"Trattoria Vittoria_30 E. Victoria St, Santa Barbara",Trattoria Vittoria,"30 E. Victoria St, Santa Barbara",$20+,2007-03,NA
"Greek House Cafe_5 W. Haley St, Santa Barbara",Greek House Cafe,"5 W. Haley St, Santa Barbara",< $10,2007-03,2013-09
"Plow & Angel_900 San Ysidro Ln, Montecito",Plow & Angel,"900 San Ysidro Ln, Montecito",$20+,2007-03,NA
"Coffee Bean - State & Victoria_1226 State St, Santa Barbara",Coffee Bean - State & Victoria,"1226 State St, Santa Barbara",NA,2007-03,2008-08
"El Sitio - Isla Vista_6850 Pardall Rd, Isla Vista",El Sitio - Isla Vista,"6850 Pardall Rd, Isla Vista",< $10,2007-03,NA
"Quantum Kitchen & Cocktails_201 W. Carrillo St, Santa Barbara",Quantum Kitchen & Cocktails,"201 W. Carrillo St, Santa Barbara",$10 - $20,2007-03,2008-07
"Bougainvillea_202 State St, Santa Barbara",Bougainvillea,"202 State St, Santa Barbara",$10 - $20,2007-02,2009-02
"Panino - Goleta_5666 Calle Real, Goleta",Panino - Goleta,"5666 Calle Real, Goleta",< $10,2007-02,NA
"Giannfranco's Trattoria_666 Linden Ave, Carpinteria",Giannfranco's Trattoria,"666 Linden Ave, Carpinteria",$10 - $20,2007-02,NA
"Milk & Honey_30 W. Anapamu St, Santa Barbara",Milk & Honey,"30 W. Anapamu St, Santa Barbara",$10 - $20,2006-12,NA
"Stonehouse Restaurant_900 San Ysidro Ln, Montecito",Stonehouse Restaurant,"900 San Ysidro Ln, Montecito",$20+,2006-11,NA
"Eclectic I.V._6530 Pardall Rd, Isla Vista",Eclectic I.V.,"6530 Pardall Rd, Isla Vista",< $10,2006-11,2008-10
"The 805 Deli_135 E. Carrillo St, Santa Barbara",The 805 Deli,"135 E. Carrillo St, Santa Barbara",< $10,2006-10,NA
"Coffee Bean - Carpinteria_4961 Carpinteria Ave, Carpinteria",Coffee Bean - Carpinteria,"4961 Carpinteria Ave, Carpinteria",NA,2006-10,NA
"Isla Vista Spot_6521 Pardall Rd, Isla Vista",Isla Vista Spot,"6521 Pardall Rd, Isla Vista",$10 - $20,2006-10,2007-08
"Bricks Cafe_509 State St, Santa Barbara",Bricks Cafe,"509 State St, Santa Barbara",$10 - $20,2006-09,2008-11
"Mad Dogs_505 State St, Santa Barbara",Mad Dogs,"505 State St, Santa Barbara",< $10,2006-09,2014-04
"Saigon Express_6549 Pardall Rd, Isla Vista",Saigon Express,"6549 Pardall Rd, Isla Vista",< $10,2006-09,2008-03
"Couchez_214 State St, Santa Barbara",Couchez,"214 State St, Santa Barbara",$20+,2006-09,2007-08
"International Deli & Market_4422 Hollister Ave, Goleta",International Deli & Market,"4422 Hollister Ave, Goleta",< $10,2006-09,2009-03
"Jerusalem Garden Cafe_910 Embarcadero del Norte, Isla Vista",Jerusalem Garden Cafe,"910 Embarcadero del Norte, Isla Vista",< $10,2006-09,2007-05
"All India Cafe_431 State St, Santa Barbara",All India Cafe,"431 State St, Santa Barbara",$10 - $20,2006-09,2014-06
"Timbers_10 Winchester Canyon Rd, Goleta",Timbers,"10 Winchester Canyon Rd, Goleta",< $10,2006-09,2011-05
"Romanti-Ezer_701 Chapala St, Santa Barbara",Romanti-Ezer,"701 Chapala St, Santa Barbara",< $10,2006-09,NA
"Fresh Wok_6578 Trigo Rd, Isla Vista",Fresh Wok,"6578 Trigo Rd, Isla Vista",< $10,2006-08,2008-09
"Le Bon Cafe_138 E. Canon Perdido St, Santa Barbara",Le Bon Cafe,"138 E. Canon Perdido St, Santa Barbara",$10 - $20,2006-08,2008-02
"Three Pickles - Downtown_126 E. Canon Perdido St, Santa Barbara",Three Pickles - Downtown,"126 E. Canon Perdido St, Santa Barbara",< $10,2006-08,NA
"Goleta Sushi House_5744 Hollister Ave, Goleta",Goleta Sushi House,"5744 Hollister Ave, Goleta",< $10,2006-07,NA
"Pizza Guru_3534 State St, Santa Barbara",Pizza Guru,"3534 State St, Santa Barbara",$10 - $20,2006-07,2019-10
"State Street Coffee_29 State St, Santa Barbara",State Street Coffee,"29 State St, Santa Barbara",NA,2006-07,NA
"Lilia's_5746 Hollister Ave, Goleta",Lilia's,"5746 Hollister Ave, Goleta",< $10,2006-07,2007-09
"Fresco at the Beach_901 E. Cabrillo Blvd, Santa Barbara",Fresco at the Beach,"901 E. Cabrillo Blvd, Santa Barbara",$20+,2006-07,2008-01
"The Porch_2621 W. Highway 154, Los Olivos",The Porch,"2621 W. Highway 154, Los Olivos",$10 - $20,2006-07,2009-12
"Big Tom's Backyard BBQ_3687 Sagunto St, Santa Ynez",Big Tom's Backyard BBQ,"3687 Sagunto St, Santa Ynez",< $10,2006-07,2009-05
"Kona Ranch House_5685 Calle Real, Goleta",Kona Ranch House,"5685 Calle Real, Goleta",$20+,2006-07,2009-03
"Mr. Pickles Sandwich Shop_6545 Pardall Rd, Isla Visa",Mr. Pickles Sandwich Shop,"6545 Pardall Rd, Isla Visa",< $10,2006-06,2009-01
"Java Jones - State & Figueroa_1101 State St, Santa Barbara",Java Jones - State & Figueroa,"1101 State St, Santa Barbara",NA,2006-06,2008-06
"El Caballo_3130 State St, Santa Barbara",El Caballo,"3130 State St, Santa Barbara",< $10,2006-04,2008-05
"Naan Stop_966 Embarcadero del Mar, Isla Vista",Naan Stop,"966 Embarcadero del Mar, Isla Vista",< $10,2006-04,NA
"Cafe Luna_2354 Lillie Ave, Summerland",Cafe Luna,"2354 Lillie Ave, Summerland",< $10,2006-04,2015-02
"Cajun Kitchen - Milpas_217 N. Milpas St, Santa Barbara",Cajun Kitchen - Milpas,"217 N. Milpas St, Santa Barbara",< $10,2006-02,2007-09
"L & L Hawaiian Barbecue_7127 Hollister Ave, Goleta",L & L Hawaiian Barbecue,"7127 Hollister Ave, Goleta",< $10,2006-01,NA
"Kampai_4141 State St, Santa Barbara",Kampai,"4141 State St, Santa Barbara",< $10,2005-11,2008-01
"Square One_14 E. Cota St, Santa Barbara",Square One,"14 E. Cota St, Santa Barbara",$10 - $20,2005-11,2011-04
"Tiramisu_12 W. De La Guerra, Santa Barbara",Tiramisu,"12 W. De La Guerra, Santa Barbara",$10 - $20,2005-11,2007-09
"Starbucks - State & Victoria_1235 State St, Santa Barbara",Starbucks - State & Victoria,"1235 State St, Santa Barbara",NA,2005-10,NA
"Sushiya Express_955 Embarcadero Del Mar, Isla Vista",Sushiya Express,"955 Embarcadero Del Mar, Isla Vista",< $10,2005-10,NA
"Cities Barbecue_901 N. Milpas St, Santa Barbara",Cities Barbecue,"901 N. Milpas St, Santa Barbara",$10 - $20,2005-07,2010-02
"Denny's - Goleta_5677 Calle Real, Goleta",Denny's - Goleta,"5677 Calle Real, Goleta",< $10,2005-07,2015-03
"Sevilla_428 Chapala St, Santa Barbara",Sevilla,"428 Chapala St, Santa Barbara",$20+,2005-06,2008-05
"Zaffiro_6920 Camino Real Marketplace, Goleta",Zaffiro,"6920 Camino Real Marketplace, Goleta",$10 - $20,2005-06,2008-06
"Dish Cafe_5722 Calle Real, Goleta",Dish Cafe,"5722 Calle Real, Goleta",< $10,2005-06,2008-10
"Takenoya_5934 Calle Real, Goleta",Takenoya,"5934 Calle Real, Goleta",$10 - $20,2005-03,2013-10
"El Cazador_731 De la Guerra Plaza, Santa Barbara",El Cazador,"731 De la Guerra Plaza, Santa Barbara",$20+,2005-03,2007-09
"Tacone_213 Paseo Nuevo, Santa Barbara",Tacone,"213 Paseo Nuevo, Santa Barbara",< $10,2005-02,2009-05
"Domingo's Cafe_5782 Hollister Ave, Goleta",Domingo's Cafe,"5782 Hollister Ave, Goleta",< $10,2005-02,NA
"Sal's Pizza_900 N. Milpas St, Santa Barbara",Sal's Pizza,"900 N. Milpas St, Santa Barbara",< $10,2005-01,2019-09
"Ming Dynasty_290 Storke Rd, Goleta",Ming Dynasty,"290 Storke Rd, Goleta",$10 - $20,NA,2019-08
"Coffee Bean - Montecito_1209 Coast Village Rd, Santa Barbara",Coffee Bean - Montecito,"1209 Coast Village Rd, Santa Barbara",NA,NA,2019-05
"Senor Frogs_892 Linden Ave, Carpinteria",Senor Frogs,"892 Linden Ave, Carpinteria",< $10,NA,2019-05
"Red Pepper Restaurant_282 Orange Ave, Goleta",Red Pepper Restaurant,"282 Orange Ave, Goleta",< $10,NA,2019-04
"Kahuna Grill - Goleta_7010 Camino Real Marketplace, Goleta",Kahuna Grill - Goleta,"7010 Camino Real Marketplace, Goleta",< $10,NA,2019-02
"Rodney's Grill at the Hilton_633 E. Cabrillo Blvd, Santa Barbara",Rodney's Grill at the Hilton,"633 E. Cabrillo Blvd, Santa Barbara",$20+,NA,2019-01
"Giovanni's - Montecito_1187 Coast Village Rd, Montecito",Giovanni's - Montecito,"1187 Coast Village Rd, Montecito",$10 - $20,NA,2019-01
"Pacific Crepes_705 Anacapa St, Santa Barbara",Pacific Crepes,"705 Anacapa St, Santa Barbara",$10 - $20,NA,2018-12
"Santa Barbara Brewing Company_501 State St, Santa Barbara",Santa Barbara Brewing Company,"501 State St, Santa Barbara",$10 - $20,NA,2018-10
"Pizza Mizza_140 S. Hope Ave, Santa Barbara",Pizza Mizza,"140 S. Hope Ave, Santa Barbara",$10 - $20,NA,2018-10
"Burger Barn_3621 Sagunto St, Santa Ynez",Burger Barn,"3621 Sagunto St, Santa Ynez",< $10,NA,2018-10
"Vons Bakery - Lacumbre Plaza_3855 State St, Santa Barbara",Vons Bakery - Lacumbre Plaza,"3855 State St, Santa Barbara",NA,NA,2018-09
"Vons - Lacumbre Plaza_3855 State St, Santa Barbara",Vons - Lacumbre Plaza,"3855 State St, Santa Barbara",NA,NA,2018-09
"El Pollo Rico_5698 Hollister Ave, Goleta",El Pollo Rico,"5698 Hollister Ave, Goleta",< $10,NA,2018-09
"Good Cup - Mesa_1819 Cliff Dr, Santa Barbara",Good Cup - Mesa,"1819 Cliff Dr, Santa Barbara",NA,NA,2018-09
"Paesano's Pizzeria_1429 San Andres St, Santa Barbara",Paesano's Pizzeria,"1429 San Andres St, Santa Barbara",$10 - $20,NA,2018-08
"Trattoria Mollie_1250 Coast Village Rd, Montecito",Trattoria Mollie,"1250 Coast Village Rd, Montecito",$20+,NA,2018-08
"El Pollo Loco - Goleta_5796 Calle Real, Goleta",El Pollo Loco - Goleta,"5796 Calle Real, Goleta",< $10,NA,2018-08
"Chipotle - Downtown_723 State St, Santa Barbara",Chipotle - Downtown,"723 State St, Santa Barbara",< $10,NA,2018-05
"Empress Palace_2251 Las Positas Rd, Santa Barbara",Empress Palace,"2251 Las Positas Rd, Santa Barbara",$10 - $20,NA,2018-05
"Max's_3514 State St, Santa Barbara",Max's,"3514 State St, Santa Barbara",NA,NA,2018-03
"Vineyard House Restaurant_3631 Sagunto St, Santa Ynez",Vineyard House Restaurant,"3631 Sagunto St, Santa Ynez",$10 - $20,NA,2018-03
"East Beach Grill_1118 E. Cabrillo Blvd, Santa Barbara",East Beach Grill,"1118 E. Cabrillo Blvd, Santa Barbara",< $10,NA,2018-01
"Our Daily Bread_2700 De La Vina St, Santa Barbara",Our Daily Bread,"2700 De La Vina St, Santa Barbara",< $10,NA,2018-01
"Yen Ching Restaurant_2840 De La Vina St, Santa Barbara",Yen Ching Restaurant,"2840 De La Vina St, Santa Barbara",$10 - $20,NA,2018-01
"Outback Steakhouse_5690 Calle Real, Goleta",Outback Steakhouse,"5690 Calle Real, Goleta",$10 - $20,NA,2017-11
"Eladio's_1 State St, Santa Barbara",Eladio's,"1 State St, Santa Barbara",$10 - $20,NA,2017-11
"Tupelo Junction Cafe_1218 State St, Santa Barbara",Tupelo Junction Cafe,"1218 State St, Santa Barbara",$10 - $20,NA,2017-11
"Downey's_1305 State St, Santa Barbara",Downey's,"1305 State St, Santa Barbara",$20+,NA,2017-08
"The Cantina_966 Embarcadero Del Mar, Isla Vista",The Cantina,"966 Embarcadero Del Mar, Isla Vista",< $10,NA,2017-08
"Giovanni's - Isla Vista_6583 Pardall Rd, Isla Vista",Giovanni's - Isla Vista,"6583 Pardall Rd, Isla Vista",$10 - $20,NA,2017-07
"Rusty's Pizza - Turnpike_149 S. Turnpike Rd, Goleta",Rusty's Pizza - Turnpike,"149 S. Turnpike Rd, Goleta",$10 - $20,NA,2017-06
"Stacky's Seaside_2315 Lillie Ave, Summerland",Stacky's Seaside,"2315 Lillie Ave, Summerland",< $10,NA,2017-05
"Bucatini_436 State St, Santa Barbara",Bucatini,"436 State St, Santa Barbara",$10 - $20,NA,2017-04
"Mama's Bakery_5342 Hollister Ave, Goleta",Mama's Bakery,"5342 Hollister Ave, Goleta",< $10,NA,2017-04
"Aldo's Italian Restaurant_1031 State St, Santa Barbara",Aldo's Italian Restaurant,"1031 State St, Santa Barbara",$10 - $20,NA,2017-01
"Ralphs Bakery - De La Vina_2840 De La Vina St, Santa Barbara",Ralphs Bakery - De La Vina,"2840 De La Vina St, Santa Barbara",NA,NA,2016-11
"Ralphs - De La Vina_2840 De La Vina St, Santa Barbara",Ralphs - De La Vina,"2840 De La Vina St, Santa Barbara",< $10,NA,2016-11
"Ahi Sushi_3631 State St, Santa Barbara",Ahi Sushi,"3631 State St, Santa Barbara",$10 - $20,NA,2016-11
"Montecito Cafe_1295 Coast Village Rd, Montecito",Montecito Cafe,"1295 Coast Village Rd, Montecito",$10 - $20,NA,2016-10
"Coffee Cat_1201 Anacapa, Santa Barbara",Coffee Cat,"1201 Anacapa, Santa Barbara",NA,NA,2016-08
"Sam's To U_5979 Hollister Ave, Goleta",Sam's To U,"5979 Hollister Ave, Goleta",< $10,NA,2016-06
"Subway - 3613 State_3613 State St, Santa Barbara",Subway - 3613 State,"3613 State St, Santa Barbara",< $10,NA,2016-05
"Cafe Int'L - Goleta_5664 Calle Real, Goleta",Cafe Int'L - Goleta,"5664 Calle Real, Goleta",< $10,NA,2016-05
"Mexican Fresh Taqueria_315 Meigs Rd, Santa Barbara",Mexican Fresh Taqueria,"315 Meigs Rd, Santa Barbara",< $10,NA,2016-03
"Little Caesars - Kmart_6865 Hollister Ave, Goleta",Little Caesars - Kmart,"6865 Hollister Ave, Goleta",< $10,NA,2016-02
"Carl's Jr - Upper State_3925 State St, Santa Barbara",Carl's Jr - Upper State,"3925 State St, Santa Barbara",< $10,NA,2016-01
"Rusty's Pizza - Fairview_6025 Calle Real, Goleta",Rusty's Pizza - Fairview,"6025 Calle Real, Goleta",$10 - $20,NA,2016-01
"Taco Bell - Upper State_3771 State St, Santa Barbara",Taco Bell - Upper State,"3771 State St, Santa Barbara",< $10,NA,2015-12
"Paradise Store & Grill_1 Paradise Rd, Santa Barbara",Paradise Store & Grill,"1 Paradise Rd, Santa Barbara",< $10,NA,2015-12
"El Torito_29 E. Cabrillo Blvd, Santa Barbara",El Torito,"29 E. Cabrillo Blvd, Santa Barbara",$10 - $20,NA,2015-11
"Crazy Good Bread_4191 Carpinteria Ave, Carpinteria",Crazy Good Bread,"4191 Carpinteria Ave, Carpinteria",NA,NA,2015-10
"Blue Agave_20 E. Cota St, Santa Barbara",Blue Agave,"20 E. Cota St, Santa Barbara",$10 - $20,NA,2015-10
"Palazzio_1026 State St, Santa Barbara",Palazzio,"1026 State St, Santa Barbara",$10 - $20,NA,2015-10
"Muddy Waters Coffee House_508 E. Haley St, Santa Barbara",Muddy Waters Coffee House,"508 E. Haley St, Santa Barbara",NA,NA,2015-09
"Wings Restaurant_4427 Hollister Ave, Santa Barbara",Wings Restaurant,"4427 Hollister Ave, Santa Barbara",< $10,NA,2015-09
"Sojourner Cafe_134 E. Canon Perdido St, Santa Barbara",Sojourner Cafe,"134 E. Canon Perdido St, Santa Barbara",$10 - $20,NA,2015-09
"Taqueria Buen Gusto_4835 Carpinteria Ave, Carpinteria",Taqueria Buen Gusto,"4835 Carpinteria Ave, Carpinteria",< $10,NA,2015-07
"Cajun Kitchen - Carpinteria_865 Linden Ave, Carpinteria",Cajun Kitchen - Carpinteria,"865 Linden Ave, Carpinteria",< $10,NA,2015-06
"Tony's_699 Linden Ave, Carpinteria",Tony's,"699 Linden Ave, Carpinteria",< $10,NA,2015-06
"Vons Bakery - Turnpike_163 S. Turnpike Rd, Goleta",Vons Bakery - Turnpike,"163 S. Turnpike Rd, Goleta",NA,NA,2015-06
"Vons Bakery - Carpinteria_850 Linden Ave, Carpinteria",Vons Bakery - Carpinteria,"850 Linden Ave, Carpinteria",NA,NA,2015-06
"Vons - Carpinteria_850 Linden Ave, Carpinteria",Vons - Carpinteria,"850 Linden Ave, Carpinteria",NA,NA,2015-06
"Albertsons Bakery - Upper State_3943 State St, Santa Barbara",Albertsons Bakery - Upper State,"3943 State St, Santa Barbara",NA,NA,2015-06
"Albertsons - Upper State_3943 State St, Santa Barbara",Albertsons - Upper State,"3943 State St, Santa Barbara",< $10,NA,2015-06
"Albertsons - Mesa_2010 Cliff Dr, Santa Barbara",Albertsons - Mesa,"2010 Cliff Dr, Santa Barbara",< $10,NA,2015-06
"Arts and Letters Cafe_7 E. Anapamu St, Santa Barbara",Arts and Letters Cafe,"7 E. Anapamu St, Santa Barbara",$10 - $20,NA,2015-04
"Vons Bakery - Fairview_165 N. Fairview Ave, Goleta",Vons Bakery - Fairview,"165 N. Fairview Ave, Goleta",NA,NA,2015-04
"Vons - Fairview_165 N. Fairview Ave, Goleta",Vons - Fairview,"165 N. Fairview Ave, Goleta",NA,NA,2015-04
"Beachbreak Cafe_324 State St, Santa Barbara",Beachbreak Cafe,"324 State St, Santa Barbara",< $10,NA,2015-03
"Hennings Cake Boutique_28 W. Figueroa St, Santa Barbara",Hennings Cake Boutique,"28 W. Figueroa St, Santa Barbara",NA,NA,2015-03
"Steve's Patio Cafe_3007 De la Vina St, Santa Barbara",Steve's Patio Cafe,"3007 De la Vina St, Santa Barbara",< $10,NA,2015-03
"Los Aves Cafe_2220 Bath St, Santa Barbara",Los Aves Cafe,"2220 Bath St, Santa Barbara",NA,NA,2015-02
"Cabo's Baja Grill & Cantina_5096 Carpinteria Ave, Carpinteria",Cabo's Baja Grill & Cantina,"5096 Carpinteria Ave, Carpinteria",< $10,NA,2015-01
"Xanadu French Bakery_1028 Coast Village Rd, Montecito",Xanadu French Bakery,"1028 Coast Village Rd, Montecito",NA,NA,2015-01
"Gina's Pizza_7038 Marktplace Dr, Goleta",Gina's Pizza,"7038 Marktplace Dr, Goleta",$10 - $20,NA,2015-01
"El Rincon Bohemio - Goleta_298 Pine Ave, Goleta",El Rincon Bohemio - Goleta,"298 Pine Ave, Goleta",NA,NA,2015-01
"Miro at the Bacara Resort_8301 Hollister Ave, Goleta",Miro at the Bacara Resort,"8301 Hollister Ave, Goleta",$20+,NA,2014-12
"Pita Pit_971 Embarcadero Del Mar, Isla Vista",Pita Pit,"971 Embarcadero Del Mar, Isla Vista",< $10,NA,2014-12
"Pierre Lafond Wine Bistro_516 State St, Santa Barbara",Pierre Lafond Wine Bistro,"516 State St, Santa Barbara",< $10,NA,2014-10
"Quizno's - University Plaza_7127 Hollister Ave, Goleta",Quizno's - University Plaza,"7127 Hollister Ave, Goleta",< $10,NA,2014-10
"New Baja Grill_7024 Camino Real Marketplace, Goleta",New Baja Grill,"7024 Camino Real Marketplace, Goleta",< $10,NA,2014-09
"Cafe Del Sol_30 Los Patos Wy, Montecito",Cafe Del Sol,"30 Los Patos Wy, Montecito",$10 - $20,NA,2014-09
"Montecito Confections_1150 Coast Village Rd, Montecito",Montecito Confections,"1150 Coast Village Rd, Montecito",NA,NA,2014-06
"D'Vine Cafe_205 W. Canon Perdido, Santa Barbara",D'Vine Cafe,"205 W. Canon Perdido, Santa Barbara",< $10,NA,2014-04
"Bangkok Palace_2829 De La Vina St, Santa Barbara",Bangkok Palace,"2829 De La Vina St, Santa Barbara",< $10,NA,2014-03
"Italian Grocery_415 E. De la Guerra St, Santa Barbara",Italian Grocery,"415 E. De la Guerra St, Santa Barbara",< $10,NA,2014-03
"Rusty's Pizza - Cabrillo_15 E. Cabrillo Blvd, Santa Barbara",Rusty's Pizza - Cabrillo,"15 E. Cabrillo Blvd, Santa Barbara",$10 - $20,NA,2014-01
"Altamirano's - Milpas_422 N. Milpas St, Santa Barbara",Altamirano's - Milpas,"422 N. Milpas St, Santa Barbara",< $10,NA,2013-11
"Good Karma Market & Deli_207 W. Anapamu St, Santa Barbara",Good Karma Market & Deli,"207 W. Anapamu St, Santa Barbara",< $10,NA,2013-10
"Javan's_938 Embarcadero Del Norte, Isla Vista",Javan's,"938 Embarcadero Del Norte, Isla Vista",< $10,NA,2013-10
"Spice Avenue_1027 State St, Santa Barbara",Spice Avenue,"1027 State St, Santa Barbara",< $10,NA,2013-09
"Pacific Coast Cafe_6440 Via Real, Carpinteria",Pacific Coast Cafe,"6440 Via Real, Carpinteria",< $10,NA,2013-09
"Ben & Jerry's Ice Cream_305 Paseo Nuevo, Santa Barbara",Ben & Jerry's Ice Cream,"305 Paseo Nuevo, Santa Barbara",NA,NA,2013-09
"Quizno's - State St_1213 State St, Santa Barbara",Quizno's - State St,"1213 State St, Santa Barbara",< $10,NA,2013-09
"Sakura Express_819C State St, Santa Barbara",Sakura Express,"819C State St, Santa Barbara",< $10,NA,2013-09
"Elephant Bar & Restaurant_521 Firestone Rd, Goleta",Elephant Bar & Restaurant,"521 Firestone Rd, Goleta",$10 - $20,NA,2013-08
"Maria's Bakery_4912 Carpinteria Ave, Carpinteria",Maria's Bakery,"4912 Carpinteria Ave, Carpinteria",< $10,NA,2013-06
"New China_5764 Hollister Ave, Goleta",New China,"5764 Hollister Ave, Goleta",< $10,NA,2013-06
"La Carreta Mexican Seafood_290 Storke Rd, Goleta",La Carreta Mexican Seafood,"290 Storke Rd, Goleta",< $10,NA,2013-02
"Los Gallos_2009 De La Vina St, Santa Barbara",Los Gallos,"2009 De La Vina St, Santa Barbara",< $10,NA,2013-01
"Sizzler Restaurant_5555 Hollister Ave, Goleta",Sizzler Restaurant,"5555 Hollister Ave, Goleta",$10 - $20,NA,2012-12
"Itsuki Restaurant_4020 Calle Real, Santa Barbara",Itsuki Restaurant,"4020 Calle Real, Santa Barbara",$10 - $20,NA,2012-10
"East_1208 State St, Santa Barbara",East,"1208 State St, Santa Barbara",$10 - $20,NA,2012-10
"Jack's Bistro & Bagels - Upper State_3891 State St, Santa Barbara",Jack's Bistro & Bagels - Upper State,"3891 State St, Santa Barbara",< $10,NA,2012-09
"Whale Tail Deli_1114 State St, Santa Barbara",Whale Tail Deli,"1114 State St, Santa Barbara",< $10,NA,2012-09
"Burger King_3707 State St, Santa Barbara",Burger King,"3707 State St, Santa Barbara",< $10,NA,2012-07
"Scolari's_222 N. Milpas St, Santa Barbara",Scolari's,"222 N. Milpas St, Santa Barbara",NA,NA,2012-06
"Taco Bell - De La Vina_2912 De La Vina St, Santa Barbara",Taco Bell - De La Vina,"2912 De La Vina St, Santa Barbara",< $10,NA,2012-05
"Baja Fresh - Goleta_7127 Hollister Ave, Goleta",Baja Fresh - Goleta,"7127 Hollister Ave, Goleta",< $10,NA,2012-05
"Red Barn Steak House_3539 Sagunto St, Santa Ynez",Red Barn Steak House,"3539 Sagunto St, Santa Ynez",$10 - $20,NA,2012-05
"Presto Pasta - Montecito St_827 E. Montecito St, Santa Barbara",Presto Pasta - Montecito St,"827 E. Montecito St, Santa Barbara",< $10,NA,2012-05
"Peabodys_1198 Coast Village Rd, Santa Barbara",Peabodys,"1198 Coast Village Rd, Santa Barbara",< $10,NA,2012-05
"Emilio's_324 W. Cabrillo Blvd, Santa Barbara",Emilio's,"324 W. Cabrillo Blvd, Santa Barbara",$20+,NA,2012-04
"Bitterman's Deli_5 W. Canon Perdido St, Santa Barbara",Bitterman's Deli,"5 W. Canon Perdido St, Santa Barbara",< $10,NA,2012-04
"Cafe Shell_1112 State St, Santa Barbara",Cafe Shell,"1112 State St, Santa Barbara",$10 - $20,NA,2012-03
"Brothers Restaurant_2350 Railway Ave, Los Olivos",Brothers Restaurant,"2350 Railway Ave, Los Olivos",$20+,NA,2012-03
"Elements Restaurant & Bar_129 E. Anapamu St, Santa Barbara",Elements Restaurant & Bar,"129 E. Anapamu St, Santa Barbara",$20+,NA,2012-02
"Madison's Grill & Tavern_525 State St, Santa Barbara",Madison's Grill & Tavern,"525 State St, Santa Barbara",$10 - $20,NA,2012-02
"Spiritland Bistro_230 E. Victoria St, Santa Barbara",Spiritland Bistro,"230 E. Victoria St, Santa Barbara",$10 - $20,NA,2012-01
